lam_mem,cmb_k,dl_s,H0_cmb,H0_dl,H0_cmb_std,H0_dl_std,tension_pct,match
0.5,0.5,2.0,0.6040924252489553,0.734695721088759,0.006614532946787713,0.006202583745123628,21.61975392854498,13.311148587298698
0.5,0.5,3.0,0.6040924252489553,1.1020435806040167,0.006614532946787713,0.009303876222974732,82.42963072245914,74.12102538121286
0.5,0.5,4.0,0.6040924252489553,1.4693914394342877,0.006614532946787713,0.0124051691053171,143.23950740298227,134.930902061736
0.5,0.5,5.0,0.6040924252489553,1.8367392975803947,0.006614532946787713,0.015506462392875493,204.0493839702505,195.7407786290042
0.5,0.5,5.3,0.6040924252489553,1.9469436548909373,0.006614532946787713,0.01643685045826844,222.29234691836655,213.98374157712027
0.5,0.7,2.0,0.8056594790201594,0.734695721088759,0.008354047502152054,0.006202583745123628,-8.808157761354254,17.116763102600537
0.5,0.7,3.0,0.8056594790201594,1.1020435806040167,0.008354047502152054,0.009303876222974732,36.78776323023205,28.479157888985767
0.5,0.7,4.0,0.8056594790201594,1.4693914394342877,0.008354047502152054,0.0124051691053171,82.38368413679649,74.07507879555021
0.5,0.7,5.0,0.8056594790201594,1.8367392975803947,0.008354047502152054,0.015506462392875493,127.97960495844116,119.67099961719488
0.5,0.7,5.3,0.8056594790201594,1.9469436548909373,0.008354047502152054,0.01643685045826844,141.65838118839042,133.34977584714414
0.5,0.9,2.0,0.986171493191519,0.734695721088759,0.009769451352691935,0.006202583745123628,-25.500206996342595,33.808812337588876
0.5,0.9,3.0,0.986171493191519,1.1020435806040167,0.009769451352691935,0.009303876222974732,11.749689401130853,3.4410840598845702
0.5,0.9,4.0,0.986171493191519,1.4693914394342877,0.009769451352691935,0.0124051691053171,48.9995857291451,40.69098038789882
0.5,0.9,5.0,0.986171493191519,1.8367392975803947,0.009769451352691935,0.015506462392875493,86.2494819877836,77.94087664653732
0.5,0.9,5.3,0.986171493191519,1.9469436548909373,0.009769451352691935,0.01643685045826844,97.4244508518593,89.11584551061303
0.5,1.2,2.0,1.2220082166084716,0.734695721088759,0.011596459617378563,0.006202583745123628,-39.878004819982834,48.18661016122912
0.5,1.2,3.0,1.2220082166084716,1.1020435806040167,0.011596459617378563,0.009303876222974732,-9.817007314189869,18.12561265543615
0.5,1.2,4.0,1.2220082166084716,1.4693914394342877,0.011596459617378563,0.0124051691053171,20.243990135548913,11.93538479430263
0.5,1.2,5.0,1.2220082166084716,1.8367392975803947,0.011596459617378563,0.015506462392875493,50.304987529300824,41.99638218805454
0.5,1.2,5.3,1.2220082166084716,1.9469436548909373,0.011596459617378563,0.01643685045826844,59.323286736519,51.01468139527272
0.5,1.5,2.0,1.4225881489905992,0.734695721088759,0.013389828095540577,0.006202583745123628,-48.35499497095739,56.66360031220368
0.5,1.5,3.0,1.4225881489905992,1.1020435806040167,0.013389828095540577,0.009303876222974732,-22.532492528777606,30.841097870023887
0.5,1.5,4.0,1.4225881489905992,1.4693914394342877,0.013389828095540577,0.0124051691053171,3.290009865251441,5.018595475994841
0.5,1.5,5.0,1.4225881489905992,1.8367392975803947,0.013389828095540577,0.015506462392875493,29.11251221118758,20.803906869941294
0.5,1.5,5.3,1.4225881489905992,1.9469436548909373,0.013389828095540577,0.01643685045826844,36.85926290559892,28.550657564352633
0.5409090909090909,0.5,2.0,0.618442374465403,0.7462909155359122,0.007533933412734345,0.007204534763392903,20.672668359930015,12.364063018683732
0.5409090909090909,0.5,3.0,0.618442374465403,1.1194363778626248,0.007533933412734345,0.010806799905553152,81.00900327703023,72.70039793578395
0.5409090909090909,0.5,4.0,0.618442374465403,1.4925818432338507,0.007533933412734345,0.014409063551878806,141.34533868641773,133.03673334517146
0.5409090909090909,0.5,5.0,0.618442374465403,1.8657273116536004,0.007533933412734345,0.018011325700258606,201.68167458874103,193.37306924749475
0.5409090909090909,0.5,5.3,0.618442374465403,1.9776709527745882,0.007533933412734345,0.01909200405235724,219.78257545565768,211.4739701144114
0.5409090909090909,0.7,2.0,0.823662639315188,0.7462909155359122,0.009587233362404282,0.007204534763392903,-9.393618222577684,17.702223563823967
0.5409090909090909,0.7,3.0,0.823662639315188,1.1194363778626248,0.009587233362404282,0.010806799905553152,35.909573219607225,27.60096787836094
0.5409090909090909,0.7,4.0,0.823662639315188,1.4925818432338507,0.009587233362404282,0.014409063551878806,81.21276503142323,72.90415969017695
0.5409090909090909,0.7,5.0,0.823662639315188,1.8657273116536004,0.009587233362404282,0.018011325700258606,126.51595721335727,118.20735187211099
0.5409090909090909,0.7,5.3,0.823662639315188,1.9776709527745882,0.009587233362404282,0.01909200405235724,140.1069149401834,131.79830959893712
0.5409090909090909,0.9,2.0,1.0068695648340786,0.7462909155359122,0.011291346553626482,0.007204534763392903,-25.88008004205659,34.188685383302875
0.5409090909090909,0.9,3.0,1.0068695648340786,1.1194363778626248,0.011291346553626482,0.010806799905553152,11.179880389680466,2.8712750484341836
0.5409090909090909,0.9,4.0,1.0068695648340786,1.4925818432338507,0.011291346553626482,0.014409063551878806,48.23984112379166,39.93123578254538
0.5409090909090909,0.9,5.0,1.0068695648340786,1.8657273116536004,0.011291346553626482,0.018011325700258606,85.29980216067533,76.99119681942905
0.5409090909090909,0.9,5.3,1.0068695648340786,1.9776709527745882,0.011291346553626482,0.01909200405235724,96.41779053084073,88.10918518959446
0.5409090909090909,1.2,2.0,1.2453947883543592,0.7462909155359122,0.013504511509415758,0.007204534763392903,-40.07595643450165,48.38456177574793
0.5409090909090909,1.2,3.0,1.2453947883543592,1.1194363778626248,0.013504511509415758,0.010806799905553152,-10.113934285703365,18.42253962694965
0.5409090909090909,1.2,4.0,1.2453947883543592,1.4925818432338507,0.013504511509415758,0.014409063551878806,19.848088107556613,11.53948276631033
0.5409090909090909,1.2,5.0,1.2453947883543592,1.8657273116536004,0.013504511509415758,0.018011325700258606,49.810110745600326,41.50150540435404
0.5409090909090909,1.2,5.3,1.2453947883543592,1.9776709527745882,0.013504511509415758,0.01909200405235724,58.7987175847945,50.49011224354822
0.5409090909090909,1.5,2.0,1.4475693981231417,0.7462909155359122,0.015622044701963019,0.007204534763392903,-48.44524093259211,56.75384627383839
0.5409090909090909,1.5,3.0,1.4475693981231417,1.1194363778626248,0.015622044701963019,0.010806799905553152,-22.667861083963263,30.976466425209544
0.5409090909090909,1.5,4.0,1.4475693981231417,1.4925818432338507,0.015622044701963019,0.014409063551878806,3.109518974984569,5.199086366261714
0.5409090909090909,1.5,5.0,1.4475693981231417,1.8657273116536004,0.015622044701963019,0.018011325700258606,28.88689924452844,20.57829390328216
0.5409090909090909,1.5,5.3,1.4475693981231417,1.9776709527745882,0.015622044701963019,0.01909200405235724,36.62011336649933,28.311508025253048
0.5818181818181818,0.5,2.0,0.6372005509127772,0.7612093873197481,0.008358224254287104,0.008120802764042414,19.4615080337471,11.152902692500819
0.5818181818181818,0.5,3.0,0.6372005509127772,1.1418140839134974,0.008358224254287104,0.01218120346696558,79.19226251105266,70.88365716980638
0.5818181818181818,0.5,4.0,0.6372005509127772,1.522418782467427,0.008358224254287104,0.016241603716502375,138.92301729598196,130.6144119547357
0.5818181818181818,0.5,5.0,0.6372005509127772,1.9030234829847394,0.008358224254287104,0.020302003512161975,198.65377238903764,190.34516704779136
0.5818181818181818,0.5,5.3,0.6372005509127772,2.0172048935232723,0.008358224254287104,0.02152012336228017,216.57299897711422,208.26439363586795
0.5818181818181818,0.7,2.0,0.8471779443219144,0.7612093873197481,0.010672192013256825,0.008120802764042414,-10.147638707824955,18.456244049071238
0.5818181818181818,0.7,3.0,0.8471779443219144,1.1418140839134974,0.010672192013256825,0.01218120346696558,34.778542284574144,26.46993694332786
0.5818181818181818,0.7,4.0,0.8471779443219144,1.522418782467427,0.010672192013256825,0.016241603716502375,79.70472350835087,71.39611816710459
0.5818181818181818,0.7,5.0,0.8471779443219144,1.9030234829847394,0.010672192013256825,0.020302003512161975,124.63090496388327,116.32229962263699
0.5818181818181818,0.7,5.3,0.8471779443219144,2.0172048935232723,0.010672192013256825,0.02152012336228017,138.10875944579195,129.80015410454567
0.5818181818181818,0.9,2.0,1.0339008146702955,0.7612093873197481,0.012627710947808186,0.008120802764042414,-26.375008461281368,34.68361380252765
0.5818181818181818,0.9,3.0,1.0339008146702955,1.1418140839134974,0.012627710947808186,0.01218120346696558,10.437487591845525,2.1288822505992417
0.5818181818181818,0.9,4.0,1.0339008146702955,1.522418782467427,0.012627710947808186,0.016241603716502375,47.24998383456316,38.941378493316876
0.5818181818181818,0.9,5.0,1.0339008146702955,1.9030234829847394,0.012627710947808186,0.020302003512161975,84.0624802671813,75.75387492593502
0.5818181818181818,0.9,5.3,1.0339008146702955,2.0172048935232723,0.012627710947808186,0.02152012336228017,95.10622923404372,86.79762389279745
0.5818181818181818,1.2,2.0,1.2759746245807662,0.7612093873197481,0.01522903132232264,0.008120802764042414,-40.34290552056623,48.65151086181251
0.5818181818181818,1.2,3.0,1.2759746245807662,1.1418140839134974,0.01522903132232264,0.01218120346696558,-10.514358050917238,18.822963392163523
0.5818181818181818,1.2,4.0,1.2759746245807662,1.522418782467427,0.01522903132232264,0.016241603716502375,19.314189572353946,11.005584231107663
0.5818181818181818,1.2,5.0,1.2759746245807662,1.9030234829847394,0.01522903132232264,0.020302003512161975,49.14273734949833,40.83413200825205
0.5818181818181818,1.2,5.3,1.2759746245807662,2.0172048935232723,0.01522903132232264,0.02152012336228017,58.09130171268448,49.7826963714382
0.5818181818181818,1.5,2.0,1.4803309981306083,0.7612093873197481,0.017758314853846033,0.008120802764042414,-48.578433588094924,56.88703892934121
0.5818181818181818,1.5,3.0,1.4803309981306083,1.1418140839134974,0.017758314853846033,0.01218120346696558,-22.867650183951895,31.17625552519818
0.5818181818181818,1.5,4.0,1.4803309981306083,1.522418782467427,0.017758314853846033,0.016241603716502375,2.8431333526061326,5.46547198864015
0.5818181818181818,1.5,5.0,1.4803309981306083,1.9030234829847394,0.017758314853846033,0.020302003512161975,28.55391702179551,20.24531168054923
0.5818181818181818,1.5,5.3,1.4803309981306083,2.0172048935232723,0.017758314853846033,0.02152012336228017,36.26715214844782,27.958546807201536
0.6227272727272727,0.5,2.0,0.6602826728774275,0.7783437863909363,0.009951692004407658,0.010114653715669624,17.880389470014947,9.571784128768664
0.6227272727272727,0.5,3.0,0.6602826728774275,1.167515677517309,0.009951692004407658,0.015171982237583372,76.82058389165734,68.51197855041106
0.6227272727272727,0.5,4.0,0.6602826728774275,1.5566875672668614,0.009951692004407658,0.020229311868316113,135.7607781047799,127.45217276353361
0.6227272727272727,0.5,5.0,0.6602826728774275,1.9458594556415283,0.009951692004407658,0.02528664260744182,194.70097210967566,186.39236676842938
0.6227272727272727,0.5,5.3,0.6602826728774275,2.062611021886115,0.009951692004407658,0.026803842045252123,212.38303027058393,204.07442492933765
