family,alpha,lam_mem,sigma,beta,beta_r2,entropy_slope,entropy_r2,curvature_persistence,gate_beta,gate_entropy_slope,gate_entropy_r2,gate_curvature,gate_pass,score,k,p,s,lambda
scaled_exp,0.1,0.3535714285714286,1.0,22.78739544544479,0.9696820882752739,-0.18188278050569018,0.0068133249512923105,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.1,0.3535714285714286,1.5,15.191596963512337,0.969682088275461,-0.12125726537147623,0.0068133088297392215,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.1,0.42428571428571427,0.3,74.31286333072669,0.9696692816320711,-0.4235434288704664,0.010938626208682458,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.42428571428571427,0.5,44.58771799826644,0.9696692816321798,-0.25412590052521017,0.01093861270951208,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.42428571428571427,0.7,31.848369998645722,0.9696692816322788,-0.1815183397998773,0.010938592547523857,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.42428571428571427,1.0,22.293858998936475,0.9696692816324107,-0.12706261318142528,0.010938549940344147,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.42428571428571427,1.5,14.862572665839714,0.969669281632587,-0.08470807897017169,0.01093844644807535,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.495,0.3,71.78326420951554,0.9721124409189207,0.08903239717495574,0.011013022761689676,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.495,0.5,43.06995852553958,0.9721124409190353,0.05341866639369589,0.011012993287139594,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.495,0.7,30.76425608955519,0.9721124409191408,0.03815535215509547,0.011012948961077818,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.495,1.0,21.534979262573447,0.9721124409192804,0.026707478645561444,0.011012854457076214,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.495,1.5,14.356652841598454,0.9721124409194678,0.017802858485747048,0.011012621605267192,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.5657142857142857,0.3,68.53336638643987,0.9734753997976421,0.5182196987170798,0.00831032610414442,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.5657142857142857,0.5,41.12001983169497,0.9734753997977755,0.31093431163835367,0.008310377916832354,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.5657142857142857,0.7,29.37144273680975,0.9734753997978925,0.2220985978190363,0.008310455487195284,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.5657142857142857,1.0,20.5600099156527,0.9734753997980506,0.15547295839750327,0.00831061991647914,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.5657142857142857,1.5,13.70667327698616,0.9734753997982583,0.1036550285446413,0.008311021308478926,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.6364285714285715,0.3,64.38212107797521,0.9706436579179472,0.21791055653134603,0.01133057213228575,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.6364285714285715,0.5,38.62927264661828,0.9706436579181047,0.13074536478480417,0.011330572988972129,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.6364285714285715,0.7,27.592337604613892,0.9706436579182466,0.09338849725970522,0.011330574178412893,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.6364285714285715,1.0,19.314636323117657,0.9706436579184298,0.06537036733565309,0.011330576445943272,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.6364285714285715,1.5,12.876424215298849,0.9706436579186718,0.04357760854715117,0.011330580982058608,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.7071428571428572,0.3,59.462442003809564,0.9660332791482297,0.0499616187846755,0.022819478402915105,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.7071428571428572,0.5,35.677465202120544,0.9660332791484066,0.029978127373236463,0.022819432559796238,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.7071428571428572,0.7,25.48390371568847,0.9660332791485619,0.021414175631852512,0.02281936412976247,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.7071428571428572,1.0,17.83873260087192,0.9660332791487592,0.014991727459231274,0.022819219632240983,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.7071428571428572,1.5,11.892488400471281,0.9660332791490167,0.009997376996424482,0.02281886910569265,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.7778571428571429,0.3,53.47074450563528,0.9624012134333667,-0.04339537538748376,0.02244184655572123,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.1,0.7778571428571429,0.5,32.082446703217016,0.9624012134335583,-0.026034620366600942,0.022441794779788405,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.1,0.7778571428571429,0.7,22.91603335933024,0.9624012134337256,-0.018593389229168273,0.022441717057226047,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.1,0.7778571428571429,1.0,16.041223351423398,0.962401213433936,-0.013011298352277175,0.022441551738440705,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.1,0.7778571428571429,1.5,10.694148900842448,0.9624012134341933,-0.008667656802681075,0.022441145930263567,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.1,0.8485714285714285,0.3,43.363547676835786,0.9460793582251933,0.14363700939870436,0.026135162818803025,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.1,0.8485714285714285,0.5,26.01812860594828,0.9460793582254067,0.08618031190234869,0.026135104311864037,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.1,0.8485714285714285,0.7,18.584377575575306,0.9460793582255884,0.0615553152544277,0.026135016493451055,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.1,0.8485714285714285,1.0,13.00906430280447,0.9460793582258086,0.043085630002042206,0.02613482972602291,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.1,0.8485714285714285,1.5,8.672709535107858,0.9460793582260605,0.028718596575141715,0.0261343713865325,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.1,0.9192857142857143,0.3,32.1033090602748,0.957965020399901,-0.7308164558599812,0.051830756534090146,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.1,0.9192857142857143,0.5,19.26198543601966,0.9579650204001098,-0.43848940153968013,0.05183067396651869,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.1,0.9192857142857143,0.7,13.758561025633872,0.9579650204002768,-0.31320625560714316,0.051830552616207254,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.1,0.9192857142857143,1.0,9.630992717855387,0.9579650204004567,-0.21924378268889022,0.05183030158356353,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.1,0.9192857142857143,1.5,6.420661811821943,0.9579650204006209,-0.1461617781739052,0.05182971335551559,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.1,0.99,0.3,17.120577312287327,0.9456367813662698,0.5586203080519769,0.08933743975625615,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.99,0.5,10.27234638723437,0.9456367813665741,0.33517189710244494,0.08933718305347021,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.99,0.7,7.337390276516192,0.9456367813667379,0.23940801550824511,0.08933664850155267,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.1,0.99,1.0,5.1361731934966715,0.9456367813668068,0.16758456151593615,0.08933510479464417,0.9666666666666667,0.3333333333333333,0.3333333333333333,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.1,0.99,1.5,3.4241154622831425,0.9456367813666836,0.11172045809522428,0.08932971509826793,0.9,0.6666666666666666,0.3333333333333333,0.0,1.0,False,0.5,,,,
scaled_exp,0.2,0.0,0.3,41.38789432860221,0.9739456057285727,0.6357588920169833,0.018035631524787685,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.0,0.5,24.832736597001652,0.9739456057287629,0.3814553860601672,0.018035726351054333,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.0,0.7,17.737668997752735,0.9739456057289199,0.27246815822485476,0.0180358681537517,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.0,1.0,12.416368298326205,0.9739456057291059,0.1907276926984365,0.018036168280823456,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.0,1.5,8.277578865454707,0.9739456057293049,0.12715161887563556,0.018036899067761892,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.07071428571428572,0.3,41.02293926322966,0.9752621400857114,0.4449186755031837,0.012890827748498306,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.07071428571428572,0.5,24.61376355777864,0.9752621400858897,0.26695288231443065,0.012890858965063388,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.07071428571428572,0.7,17.58125968402243,0.9752621400860381,0.19068240146526125,0.01289090566153163,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.07071428571428572,1.0,12.30688177871543,0.97526214008621,0.13348026677852287,0.012891004535575073,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.07071428571428572,1.5,8.204587852381396,0.9752621400863974,0.08899094021650256,0.012891245436441273,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.14142857142857143,0.3,40.4495384012728,0.9760312120889836,0.8866355155025728,0.01453648820116441,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.14142857142857143,0.5,24.26972304060536,0.976031212089155,0.5319814822392035,0.014536512785400857,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.14142857142857143,0.7,17.335516457470728,0.9760312120892967,0.37998691901972864,0.014536549012436081,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.14142857142857143,1.0,12.134861520129974,0.9760312120894644,0.26599098542346883,0.014536624218290292,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.14142857142857143,1.5,8.089907679991923,0.9760312120896412,0.17732735842529038,0.014536801509110707,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.21214285714285713,0.3,39.68822912929075,0.9751236585856365,0.6170871587768976,0.006665035113120364,1.0,0.0,0.0,0.0,1.0,False,0.25,,,,
scaled_exp,0.2,0.21214285714285713,0.5,23.812937477417673,0.9751236585858144,0.3702537308021401,0.006665084479070892,1.0,0.0,0.0,0.0,1.0,False,0.25,,,,
scaled_exp,0.2,0.21214285714285713,0.7,17.00924105519491,0.9751236585859594,0.264468459393212,0.006665157743732469,1.0,0.0,0.0,0.0,1.0,False,0.25,,,,
scaled_exp,0.2,0.21214285714285713,1.0,11.906468738538054,0.9751236585861308,0.18513010988233916,0.006665311281016932,1.0,0.0,0.0,0.0,1.0,False,0.25,,,,
scaled_exp,0.2,0.21214285714285713,1.5,7.937645825598569,0.9751236585863098,0.12342350072574626,0.0066656790554596715,1.0,0.0,0.0,0.0,1.0,False,0.25,,,,
scaled_exp,0.2,0.28285714285714286,0.3,38.81159700416614,0.9720053098365572,-0.237326657492366,0.004520013523845009,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.2,0.28285714285714286,0.5,23.286958202344554,0.9720053098367433,-0.14239859938873273,0.0045200370026459305,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.2,0.28285714285714286,0.7,16.63354157300102,0.9720053098368963,-0.10171611823151468,0.004520072644152218,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.2,0.28285714285714286,1.0,11.643479101003605,0.9720053098370736,-0.0712055768915991,0.004520149541818934,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.2,0.28285714285714286,1.5,7.762319400577019,0.9720053098372604,-0.04747761148092464,0.004520342617314858,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.2,0.3535714285714286,0.3,37.97899240933251,0.9696820882750878,-0.3031353539040251,0.006813333798755952,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.2,0.3535714285714286,0.5,22.78739544544479,0.9696820882752739,-0.18188278050569018,0.0068133249512923105,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.2,0.3535714285714286,0.7,16.2767110323588,0.9696820882754263,-0.12991797828577126,0.006813312460030496,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.2,0.3535714285714286,1.0,11.393697722554705,0.9696820882756038,-0.09094517341489773,0.006813288046250481,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.2,0.3535714285714286,1.5,7.595798481612024,0.9696820882757855,-0.06063447715986916,0.00681323662558687,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.2,0.42428571428571427,0.3,37.156431665153626,0.9696692816322298,-0.2117714968204314,0.010938603457698988,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.42428571428571427,0.5,22.293858998936475,0.9696692816324107,-0.12706261318142528,0.010938549940344147,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.42428571428571427,0.7,15.924184999138191,0.9696692816325553,-0.09075873384133377,0.010938470360143546,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.42428571428571427,1.0,11.146929499300237,0.9696692816327207,-0.06353076048062424,0.010938303155174368,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.42428571428571427,1.5,7.4312863327761685,0.9696692816328887,-0.04235341236966599,0.010937900872482623,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.495,0.3,35.89163210454796,0.9721124409190903,0.04451510878623951,0.011012972985363209,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.495,0.5,21.534979262573447,0.9721124409192804,0.026707478645561444,0.011012854457076214,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.495,0.7,15.382128044593784,0.9721124409194344,0.019075026244549338,0.011012675754718537,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.495,1.0,10.767489631120105,0.9721124409196052,0.013349839402514477,0.011012293539376468,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.495,1.5,7.178326420657559,0.9721124409197728,0.008895293742089028,0.011011347037870885,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.5657142857142857,0.3,34.26668319301116,0.9734753997978359,0.2591133506204035,0.008310413488624185,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.5657142857142857,0.5,20.5600099156527,0.9734753997980506,0.15547295839750327,0.00831061991647914,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.5657142857142857,0.7,14.685721368223113,0.9734753997982226,0.11105737629716268,0.008310928355926112,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.5657142857142857,1.0,10.280004957662351,0.9734753997984127,0.077747918691433,0.008311580476177352,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.5657142857142857,1.5,6.853336638354677,0.9734753997985881,0.05184442212200421,0.00831316554583784,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.6364285714285715,0.3,32.19106053878158,0.9706436579181777,0.10895391128311056,0.011330573546122005,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.6364285714285715,0.5,19.314636323117657,0.9706436579184298,0.06537036733565309,0.011330576445943272,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.6364285714285715,0.7,13.796168802128925,0.9706436579186278,0.04669095617338659,0.011330580036215206,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.6364285714285715,1.0,9.65731816139915,0.9706436579188437,0.03268037027637614,0.011330585606531907,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.6364285714285715,1.5,6.438212107515916,0.9706436579190315,0.02178131036444329,0.011330591211633495,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.7071428571428572,0.3,29.73122100170095,0.9660332791484852,0.024982430825771635,0.022819401153945863,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.7071428571428572,0.5,17.83873260087192,0.9660332791487592,0.014991727459231274,0.022819219632240983,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.7071428571428572,0.7,12.741951857670154,0.9660332791489737,0.010710762832033574,0.022818950046461253,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.7071428571428572,1.0,8.919366300281121,0.9660332791491926,0.007500996933657726,0.02281838458413891,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.7071428571428572,1.5,5.946244200107959,0.9660332791493677,0.005006094154902792,0.022817028152955027,1.0,0.0,0.3333333333333333,0.0,1.0,False,0.3333333333333333,,,,
scaled_exp,0.2,0.7778571428571429,0.3,26.73537225261542,0.9624012134336436,-0.021694033430723625,0.02244175916428201,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.2,0.7778571428571429,0.5,16.041223351423398,0.962401213433936,-0.013011298352277175,0.022441551738440705,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.2,0.7778571428571429,0.7,11.458016679495548,0.9624012134341502,-0.00928838841593349,0.02244124014142296,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.2,0.7778571428571429,1.0,8.020611675562888,0.962401213434361,-0.006494020493176785,0.02244057677447392,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.2,0.7778571428571429,1.5,5.347074450301185,0.9624012134344989,-0.004316981806641519,0.022438946199498325,1.0,0.6666666666666666,0.6666666666666666,0.0,1.0,False,0.5833333333333334,,,,
scaled_exp,0.2,0.8485714285714285,0.3,21.68177383822967,0.946079358225501,0.07181583332555559,0.026135064068950165,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.2,0.8485714285714285,0.5,13.00906430280447,0.9460793582258086,0.043085630002042206,0.02613482972602291,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.2,0.8485714285714285,0.7,9.292188787634567,0.946079358226021,0.030771218638803888,0.02613447777953855,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.2,0.8485714285714285,1.0,6.5045321512708485,0.9460793582262044,0.021533397730045478,0.02613372879573393,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
scaled_exp,0.2,0.8485714285714285,1.5,4.336354767451704,0.9460793582262741,0.014344630818575824,0.026131889196690197,1.0,1.0,0.6666666666666666,0.0,1.0,False,0.6666666666666666,,,,
scaled_exp,0.2,0.9192857142857143,0.3,16.05165452996,0.957965020400198,-0.36540758203632695,0.051830618033305666,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.4166666666666667,,,,
