probe_dir_mode,probe_mode,topology,N,probe_eps,graphs,mean_score,mean_std,mean_censored
smooth,add_to_dx,grid2d_periodic,4096,0.05,5,-0.0020078140562614834,0.01696345033206792,0.4333333333333334
smooth,add_to_dx,grid2d_periodic,4096,0.07,5,-0.003914922543291083,0.0227720203288397,0.4
smooth,add_to_dx,grid2d_periodic,4096,0.1,5,-0.005703077960599238,0.03166793571052298,0.4
smooth,add_to_dx,grid2d_periodic,4096,0.14,5,-0.008175267574157367,0.04370107496303026,0.36666666666666664
smooth,add_to_dx,grid2d_periodic,4096,0.2,5,-0.007789495576865267,0.0634297627418337,0.3333333333333333
smooth,add_to_dx,rr,1024,0.002,5,3.7759547239893614e-05,7.185775276733391e-06,0.6666666666666666
smooth,add_to_dx,rr,1024,0.005,5,9.641030181046209e-05,1.7351448322406858e-05,0.6599999999999999
smooth,add_to_dx,rr,1024,0.01,5,0.00019616687547411218,3.3772134349084234e-05,0.6599999999999999
smooth,add_to_dx,rr,1024,0.02,5,0.0004000954763134776,6.56441444035007e-05,0.6533333333333333
smooth,add_to_dx,rr,1024,0.035,5,0.000713561152116138,0.00011211851663868208,0.6399999999999999
smooth,add_to_dx,rr,1024,0.05,5,0.0010341430734404407,0.00015754984626650527,0.6133333333333333
smooth,add_to_dx,rr,1024,0.07,5,0.0014709568381097392,0.00021688456915765344,0.6133333333333333
smooth,add_to_dx,rr,1024,0.1,5,0.002144038016108873,0.00030384826227099643,0.5866666666666667
smooth,add_to_dx,rr,1024,0.14,5,0.00307088094111308,0.00041713854753936037,0.5533333333333333
smooth,add_to_dx,rr,1024,0.2,5,0.004516083678965767,0.0005845036570318098,0.52
smooth,add_to_dx,rr,2048,0.002,5,2.621256660443246e-05,6.0703337878874965e-06,0.6933333333333334
smooth,add_to_dx,rr,2048,0.005,5,6.699106054946827e-05,1.4823143807534591e-05,0.6866666666666666
smooth,add_to_dx,rr,2048,0.01,5,0.000136395896958683,2.9075494986304012e-05,0.6799999999999999
smooth,add_to_dx,rr,2048,0.02,5,0.0002783540072755301,5.6861983255438613e-05,0.6799999999999999
smooth,add_to_dx,rr,2048,0.035,5,0.000496698470286172,9.72981897239683e-05,0.6533333333333333
smooth,add_to_dx,rr,2048,0.05,5,0.0007201331306317374,0.00013653202704939986,0.6466666666666667
smooth,add_to_dx,rr,2048,0.07,5,0.0010248229768879773,0.0001872792645184853,0.6333333333333333
smooth,add_to_dx,rr,2048,0.1,5,0.0014948736002992687,0.00026040863852413505,0.5933333333333334
smooth,add_to_dx,rr,2048,0.14,5,0.0021433552502104713,0.0003534355338565136,0.5333333333333333
smooth,add_to_dx,rr,2048,0.2,5,0.0031578951056629397,0.00048595136319265486,0.5133333333333333
smooth,add_to_dx,rr,4096,0.002,5,1.8382979752659273e-05,3.7974348722980355e-06,0.74
smooth,add_to_dx,rr,4096,0.005,5,4.697895523581552e-05,9.35474753236664e-06,0.7333333333333333
smooth,add_to_dx,rr,4096,0.01,5,9.562774925053248e-05,1.8543954467260052e-05,0.7266666666666667
smooth,add_to_dx,rr,4096,0.02,5,0.0001950386770847542,3.6923084569590885e-05,0.7
smooth,add_to_dx,rr,4096,0.035,5,0.0003477040361409573,6.477945140722272e-05,0.6799999999999999
smooth,add_to_dx,rr,4096,0.05,5,0.0005036866448475177,9.32064567000604e-05,0.6599999999999999
smooth,add_to_dx,rr,4096,0.07,5,0.000716051791757806,0.00013225424108172598,0.62
smooth,add_to_dx,rr,4096,0.1,5,0.0010429223535069038,0.00019371490176356643,0.5733333333333334
smooth,add_to_dx,rr,4096,0.14,5,0.0014926235998030087,0.00028199661929873265,0.5333333333333333
smooth,add_to_dx,rr,4096,0.2,5,0.002193867452744674,0.0004294925813119116,0.4866666666666667
smooth,add_to_x,grid2d_periodic,1024,0.002,5,0.01810655011399622,0.061996263766798274,0.3
smooth,add_to_x,grid2d_periodic,1024,0.005,5,0.03836402855613968,0.11720265200521647,0.36666666666666664
smooth,add_to_x,grid2d_periodic,1024,0.01,5,0.07634906834304676,0.18299354485898403,0.26666666666666666
smooth,add_to_x,grid2d_periodic,1024,0.02,5,0.18588939278453223,0.3311606658887594,0.3333333333333333
smooth,add_to_x,grid2d_periodic,1024,0.035,5,0.3256328378734384,0.38207510859705196,0.5666666666666667
smooth,add_to_x,grid2d_periodic,1024,0.05,5,0.46742321369667594,0.3506804365205341,0.5666666666666667
smooth,add_to_x,grid2d_periodic,1024,0.07,5,0.5675178274190473,0.3606680836486246,0.6
smooth,add_to_x,grid2d_periodic,1024,0.1,5,0.6488602414425787,0.42128308359729855,0.6333333333333333
smooth,add_to_x,grid2d_periodic,1024,0.14,5,0.7407281031385343,0.43568810596004653,0.6666666666666666
smooth,add_to_x,grid2d_periodic,1024,0.2,5,0.8647781887652913,0.4593837317568486,0.7666666666666667
smooth,add_to_x,grid2d_periodic,2048,0.002,5,0.0159554910131311,0.05576046966951733,0.36666666666666664
smooth,add_to_x,grid2d_periodic,2048,0.005,5,0.03065116319268444,0.09540899090544121,0.4333333333333334
smooth,add_to_x,grid2d_periodic,2048,0.01,5,0.04068078579877422,0.1296761417284792,0.4333333333333334
smooth,add_to_x,grid2d_periodic,2048,0.02,5,0.07222643106264669,0.19273116113774189,0.5
smooth,add_to_x,grid2d_periodic,2048,0.035,5,0.11778017153750016,0.27461425337832185,0.5666666666666667
smooth,add_to_x,grid2d_periodic,2048,0.05,5,0.1730785008902789,0.3224958047195746,0.5666666666666667
smooth,add_to_x,grid2d_periodic,2048,0.07,5,0.23834454925923473,0.3349361732692312,0.6666666666666666
smooth,add_to_x,grid2d_periodic,2048,0.1,5,0.34970442736427326,0.32546337058392794,0.7333333333333333
smooth,add_to_x,grid2d_periodic,2048,0.14,5,0.4288444366909882,0.3583556805959093,0.7333333333333333
smooth,add_to_x,grid2d_periodic,2048,0.2,5,0.507805248501601,0.38488200721698984,0.7333333333333333
smooth,add_to_x,grid2d_periodic,4096,0.002,5,-0.00121204420757618,0.014168549754662571,0.4
smooth,add_to_x,grid2d_periodic,4096,0.005,5,-0.005703077960599238,0.03166793571052298,0.4
smooth,add_to_x,grid2d_periodic,4096,0.01,5,-0.007789495576866934,0.06342976274183275,0.3333333333333333
smooth,add_to_x,grid2d_periodic,4096,0.02,5,0.004098568933920934,0.10909271593644085,0.4333333333333334
smooth,add_to_x,grid2d_periodic,4096,0.035,5,0.015496133058640135,0.16215152918504788,0.4333333333333334
smooth,add_to_x,grid2d_periodic,4096,0.05,5,0.04956652962288249,0.17943786570353068,0.5333333333333333
smooth,add_to_x,grid2d_periodic,4096,0.07,5,0.0841470803264929,0.19414575741422846,0.5333333333333333
smooth,add_to_x,grid2d_periodic,4096,0.1,5,0.1350921057126239,0.21498249426491073,0.6
smooth,add_to_x,grid2d_periodic,4096,0.14,5,0.19272397582694734,0.22777077612738444,0.7
smooth,add_to_x,grid2d_periodic,4096,0.2,5,0.26704647995203196,0.24646133080900606,0.8
smooth,add_to_x,rr,1024,0.002,5,0.0008196952013535487,0.00012736180948537884,0.6133333333333333
smooth,add_to_x,rr,1024,0.005,5,0.002144038016109226,0.00030384826227040516,0.5866666666666667
smooth,add_to_x,rr,1024,0.01,5,0.004516083678965767,0.0005845036570318098,0.52
smooth,add_to_x,rr,1024,0.02,5,0.009703178772907235,0.0011493072076622364,0.3466666666666667
smooth,add_to_x,rr,1024,0.035,5,0.018159574192896467,0.002087739488189503,0.13999999999999999
smooth,add_to_x,rr,1024,0.05,5,0.027018532036559066,0.003116898476979404,0.06666666666666668
smooth,add_to_x,rr,1024,0.07,5,0.03904902868062386,0.004463384566222864,0.006666666666666666
smooth,add_to_x,rr,1024,0.1,5,0.05723214592909973,0.006647338508874233,0.0
smooth,add_to_x,rr,1024,0.14,5,0.0809722055212246,0.008369928122279555,0.0
smooth,add_to_x,rr,1024,0.2,5,0.11552142910557801,0.010250627193291381,0.0
smooth,add_to_x,rr,2048,0.002,5,0.0005706558620680847,0.00011050057454658831,0.6466666666666667
smooth,add_to_x,rr,2048,0.005,5,0.0014948736002992687,0.00026040863852413505,0.5933333333333334
smooth,add_to_x,rr,2048,0.01,5,0.0031578951056629397,0.00048595136319265486,0.5133333333333333
smooth,add_to_x,rr,2048,0.02,5,0.0068393905952707406,0.0009206580148923702,0.38
smooth,add_to_x,rr,2048,0.035,5,0.012970351859912226,0.0018498009212324835,0.15333333333333335
smooth,add_to_x,rr,2048,0.05,5,0.01955259076956393,0.0032613830315269,0.04666666666666667
smooth,add_to_x,rr,2048,0.07,5,0.02840347348714007,0.004404902815661628,0.006666666666666666
smooth,add_to_x,rr,2048,0.1,5,0.0418171928318424,0.0060966301064919156,0.0
smooth,add_to_x,rr,2048,0.14,5,0.059474308613843466,0.007688023616761383,0.0
smooth,add_to_x,rr,2048,0.2,5,0.0855647912429858,0.010469916873741353,0.0
smooth,add_to_x,rr,4096,0.002,5,0.00039935948797925884,7.41823807895948e-05,0.6733333333333333
smooth,add_to_x,rr,4096,0.005,5,0.0010429223535069038,0.00019371490176356643,0.5733333333333334
smooth,add_to_x,rr,4096,0.01,5,0.002193867452744674,0.0004294925813119116,0.4866666666666667
smooth,add_to_x,rr,4096,0.02,5,0.004727133408689893,0.0010557101992939642,0.35333333333333333
smooth,add_to_x,rr,4096,0.035,5,0.00892604722116314,0.0021511477597341423,0.17333333333333334
smooth,add_to_x,rr,4096,0.05,5,0.0133776941013178,0.0029667161825503822,0.05333333333333333
smooth,add_to_x,rr,4096,0.07,5,0.019629751352637802,0.004195019723779754,0.02
smooth,add_to_x,rr,4096,0.1,5,0.028883333021212466,0.004112592192474752,0.0
smooth,add_to_x,rr,4096,0.14,5,0.04155304354242974,0.004813498746679086,0.0
smooth,add_to_x,rr,4096,0.2,5,0.06040533129409113,0.00580219207556429,0.0
