probe_dir_mode,probe_mode,topology,N,probe_eps,graphs,mean_score,mean_std,mean_censored
fiedler,add_to_x,rr,1024,0.14,5,0.08728307496065155,0.01017687299634431,0.0
fiedler,add_to_x,rr,1024,0.2,5,0.12433186750316334,0.0141346521259399,0.0
fiedler,add_to_x,rr,2048,0.002,5,0.000592740054684759,0.00017206580518012985,0.7
fiedler,add_to_x,rr,2048,0.005,5,0.0015712282011994707,0.000414888697631909,0.6866666666666666
fiedler,add_to_x,rr,2048,0.01,5,0.0033662758269173915,0.0008045388540738882,0.6533333333333333
fiedler,add_to_x,rr,2048,0.02,5,0.007415500928696514,0.0015986840666860438,0.4133333333333333
fiedler,add_to_x,rr,2048,0.035,5,0.0142191479074712,0.0030807751982801475,0.11333333333333333
fiedler,add_to_x,rr,2048,0.05,5,0.021404609177176,0.004577114024213953,0.026666666666666665
fiedler,add_to_x,rr,2048,0.07,5,0.030992297402074466,0.005537698389883042,0.006666666666666666
fiedler,add_to_x,rr,2048,0.1,5,0.04561968481050547,0.00754699119421004,0.0
fiedler,add_to_x,rr,2048,0.14,5,0.06495092942837641,0.010112983854306545,0.0
fiedler,add_to_x,rr,2048,0.2,5,0.09270083796671333,0.011913248498090733,0.0
fiedler,add_to_x,rr,4096,0.002,5,0.00043596409754078204,0.00010025698104342343,0.6266666666666667
fiedler,add_to_x,rr,4096,0.005,5,0.0011512879249611654,0.0002739595762860617,0.5666666666666667
fiedler,add_to_x,rr,4096,0.01,5,0.0024557912238224846,0.0006467432491852992,0.5
fiedler,add_to_x,rr,4096,0.02,5,0.0053573356186223196,0.0015371573608093708,0.3466666666666667
fiedler,add_to_x,rr,4096,0.035,5,0.010221829192542399,0.003105417330496873,0.12
fiedler,add_to_x,rr,4096,0.05,5,0.015243509275848666,0.0041013129210795835,0.02
fiedler,add_to_x,rr,4096,0.07,5,0.0219906742385376,0.004446462619569555,0.006666666666666666
fiedler,add_to_x,rr,4096,0.1,5,0.0326229414702804,0.005934201236899186,0.0
fiedler,add_to_x,rr,4096,0.14,5,0.04627227654427167,0.005490652800811479,0.0
fiedler,add_to_x,rr,4096,0.2,5,0.06693560094091394,0.006654701868359746,0.0
random,add_to_dx,grid2d_periodic,1024,0.002,5,-1.7438509618813503e-06,0.00018295922225472678,0.23333333333333334
random,add_to_dx,grid2d_periodic,1024,0.005,5,-3.402818073595272e-06,0.0004561042495999367,0.23333333333333334
random,add_to_dx,grid2d_periodic,1024,0.01,5,-3.472817475168509e-06,0.0009079997764889433,0.23333333333333334
random,add_to_dx,grid2d_periodic,1024,0.02,5,7.305357532791344e-06,0.0018011316824409376,0.2
random,add_to_dx,grid2d_periodic,1024,0.035,5,5.387768395387372e-05,0.003131233728267683,0.2
random,add_to_dx,grid2d_periodic,1024,0.05,5,0.00014602794584134152,0.004497323365858886,0.2
random,add_to_dx,grid2d_periodic,1024,0.07,5,0.00036003609169099463,0.006493418119810928,0.2
random,add_to_dx,grid2d_periodic,1024,0.1,5,0.0007976309122749937,0.009743892749090296,0.2
random,add_to_dx,grid2d_periodic,1024,0.14,5,0.00177586795486585,0.015302256033841144,0.16666666666666666
random,add_to_dx,grid2d_periodic,1024,0.2,5,0.007236295286112649,0.04331102161113962,0.16666666666666666
random,add_to_dx,grid2d_periodic,2048,0.002,5,4.4951272971628134e-05,0.00011477858422584719,0.3
random,add_to_dx,grid2d_periodic,2048,0.005,5,0.00011228040922872074,0.00028673009825490786,0.3
random,add_to_dx,grid2d_periodic,2048,0.01,5,0.00022433252173136966,0.0005729833279039701,0.3
random,add_to_dx,grid2d_periodic,2048,0.02,5,0.0004485968604202283,0.0011459790758985649,0.3
random,add_to_dx,grid2d_periodic,2048,0.035,5,0.0007906835021799306,0.002018265444873127,0.3
random,add_to_dx,grid2d_periodic,2048,0.05,5,0.0011401867928590424,0.002904028791810204,0.3
random,add_to_dx,grid2d_periodic,2048,0.07,5,0.001584699117900746,0.004022114050415789,0.3
random,add_to_dx,grid2d_periodic,2048,0.1,5,0.0022261533268650366,0.005651966493914141,0.36666666666666664
random,add_to_dx,grid2d_periodic,2048,0.14,5,0.00307253419485043,0.007833667072844355,0.3
random,add_to_dx,grid2d_periodic,2048,0.2,5,0.004419376115280883,0.011059910221470909,0.36666666666666664
random,add_to_dx,grid2d_periodic,4096,0.002,5,2.3347467938836505e-05,0.00022232562059808607,0.26666666666666666
random,add_to_dx,grid2d_periodic,4096,0.005,5,6.020621560548098e-05,0.0005644119392117404,0.26666666666666666
random,add_to_dx,grid2d_periodic,4096,0.01,5,0.00012978933529699552,0.001174996147572903,0.3
random,add_to_dx,grid2d_periodic,4096,0.02,5,0.00020439010161603147,0.0020550900216393412,0.3333333333333333
random,add_to_dx,grid2d_periodic,4096,0.035,5,0.00023023544617383163,0.002942822281461089,0.3333333333333333
random,add_to_dx,grid2d_periodic,4096,0.05,5,0.00021039169308071363,0.003631731364526376,0.3333333333333333
random,add_to_dx,grid2d_periodic,4096,0.07,5,0.00016909066863035773,0.0044862513907691646,0.3333333333333333
random,add_to_dx,grid2d_periodic,4096,0.1,5,7.654310284399233e-05,0.005663592609841267,0.3333333333333333
random,add_to_dx,grid2d_periodic,4096,0.14,5,-7.014345031563073e-05,0.007145461319601999,0.3
random,add_to_dx,grid2d_periodic,4096,0.2,5,-0.00039844856145533375,0.008943553997870777,0.3
random,add_to_dx,rr,1024,0.002,5,1.7460717667730465e-05,9.884726130466118e-07,0.9800000000000001
random,add_to_dx,rr,1024,0.005,5,4.45477069544324e-05,2.42550019463615e-06,0.9800000000000001
random,add_to_dx,rr,1024,0.01,5,9.045401798244694e-05,4.781403162144026e-06,0.9800000000000001
random,add_to_dx,rr,1024,0.02,5,0.00018364961149556466,9.425117620900575e-06,0.9800000000000001
random,add_to_dx,rr,1024,0.035,5,0.0003253267179363467,1.629433156189167e-05,0.9800000000000001
random,add_to_dx,rr,1024,0.05,5,0.000468418875344504,2.308778968047666e-05,0.9800000000000001
random,add_to_dx,rr,1024,0.07,5,0.0006607507887863494,3.2061283367469216e-05,0.9800000000000001
random,add_to_dx,rr,1024,0.1,5,0.0009517158222665,4.5381514811596406e-05,0.9800000000000001
random,add_to_dx,rr,1024,0.14,5,0.00134317915716366,6.292444830248409e-05,0.9733333333333334
random,add_to_dx,rr,1024,0.2,5,0.0019361636390140134,8.884330842138582e-05,0.96
random,add_to_dx,rr,2048,0.002,5,1.213702699804982e-05,7.014060965364169e-07,0.9466666666666667
random,add_to_dx,rr,2048,0.005,5,3.09807221040782e-05,1.7306381953727453e-06,0.9466666666666667
random,add_to_dx,rr,2048,0.01,5,6.292758196471627e-05,3.4251112685722515e-06,0.9466666666666667
random,add_to_dx,rr,2048,0.02,5,0.00012779855640195542,6.771869468755041e-06,0.9466666666666667
random,add_to_dx,rr,2048,0.035,5,0.0002264271595865287,1.1726716118381948e-05,0.9466666666666667
random,add_to_dx,rr,2048,0.05,5,0.00032603992342801133,1.6626458887756627e-05,0.9466666666666667
random,add_to_dx,rr,2048,0.07,5,0.0004599165353269486,2.308850843816116e-05,0.9466666666666667
random,add_to_dx,rr,2048,0.1,5,0.0006624048528265933,3.2655477781897425e-05,0.9466666666666667
random,add_to_dx,rr,2048,0.14,5,0.0009347442478218132,4.5215172444802e-05,0.9466666666666667
random,add_to_dx,rr,2048,0.2,5,0.00134709752818014,6.368725375156513e-05,0.9466666666666667
random,add_to_dx,rr,4096,0.002,5,8.466749669503533e-06,5.845595242247738e-07,0.9800000000000001
random,add_to_dx,rr,4096,0.005,5,2.1622225172517734e-05,1.450201227994679e-06,0.9800000000000001
random,add_to_dx,rr,4096,0.01,5,4.393381134734087e-05,2.8843906675236934e-06,0.9800000000000001
random,add_to_dx,rr,4096,0.02,5,8.925261305372353e-05,5.7404879970522745e-06,0.9800000000000001
random,add_to_dx,rr,4096,0.035,5,0.000158169152025002,1.0013285176388631e-05,0.9800000000000001
random,add_to_dx,rr,4096,0.05,5,0.00022778124713705868,1.4283359835822818e-05,0.9733333333333334
random,add_to_dx,rr,4096,0.07,5,0.00032134458641205866,1.9982930852504513e-05,0.9733333333333334
random,add_to_dx,rr,4096,0.1,5,0.0004628632529746453,2.855944252672445e-05,0.9733333333333334
random,add_to_dx,rr,4096,0.14,5,0.0006531930905517727,4.006373593613656e-05,0.9666666666666666
random,add_to_dx,rr,4096,0.2,5,0.0009413520758464547,5.750426184123436e-05,0.9666666666666666
random,add_to_x,grid2d_periodic,1024,0.002,5,7.880160680672513e-05,0.003579144315374936,0.2
random,add_to_x,grid2d_periodic,1024,0.005,5,0.0007976309122749937,0.009743892749090296,0.2
random,add_to_x,grid2d_periodic,1024,0.01,5,0.0072362952861159836,0.043311021611157116,0.16666666666666666
random,add_to_x,grid2d_periodic,1024,0.02,5,0.011596993934023051,0.061134481718626656,0.13333333333333333
random,add_to_x,grid2d_periodic,1024,0.035,5,0.022515790939106363,0.09043580517471808,0.2
random,add_to_x,grid2d_periodic,1024,0.05,5,0.028719409697309427,0.10838614156252686,0.2
random,add_to_x,grid2d_periodic,1024,0.07,5,0.0380774525773844,0.12872876771908423,0.23333333333333334
random,add_to_x,grid2d_periodic,1024,0.1,5,0.04141452466271927,0.14057991145995732,0.16666666666666666
random,add_to_x,grid2d_periodic,1024,0.14,5,0.06616712352361534,0.2148852204691954,0.16666666666666666
random,add_to_x,grid2d_periodic,1024,0.2,5,0.09155262273292038,0.27894154917938535,0.2
random,add_to_x,grid2d_periodic,2048,0.002,5,0.0009077036590213113,0.00231565988801904,0.3
random,add_to_x,grid2d_periodic,2048,0.005,5,0.0022261533268650366,0.005651966493914141,0.36666666666666664
random,add_to_x,grid2d_periodic,2048,0.01,5,0.004419376115277343,0.011059910221472204,0.36666666666666664
random,add_to_x,grid2d_periodic,2048,0.02,5,0.012388546498168247,0.03191065808823423,0.4
random,add_to_x,grid2d_periodic,2048,0.035,5,0.02367394505898027,0.06167188365273796,0.4666666666666667
random,add_to_x,grid2d_periodic,2048,0.05,5,0.02861372897277107,0.07955816500524712,0.3333333333333333
random,add_to_x,grid2d_periodic,2048,0.07,5,0.032709938006654164,0.09945147685032678,0.3333333333333333
random,add_to_x,grid2d_periodic,2048,0.1,5,0.037292566875713924,0.11717468958931758,0.3333333333333333
random,add_to_x,grid2d_periodic,2048,0.14,5,0.04711846230069503,0.12981016948940688,0.3333333333333333
random,add_to_x,grid2d_periodic,2048,0.2,5,0.0648807259517763,0.13841858487678368,0.36666666666666664
random,add_to_x,grid2d_periodic,4096,0.002,5,0.00022618957504711503,0.0031819342775761205,0.3333333333333333
random,add_to_x,grid2d_periodic,4096,0.005,5,7.654310284399233e-05,0.005663592609841267,0.3333333333333333
random,add_to_x,grid2d_periodic,4096,0.01,5,-0.00039844856145533375,0.008943553997870777,0.3
random,add_to_x,grid2d_periodic,4096,0.02,5,-0.00155019559230318,0.01485531709750984,0.3
random,add_to_x,grid2d_periodic,4096,0.035,5,-0.0037475057004721325,0.023692202637077837,0.3
random,add_to_x,grid2d_periodic,4096,0.05,5,-0.0054340066399739435,0.03217252973534574,0.3333333333333333
random,add_to_x,grid2d_periodic,4096,0.07,5,-0.007586399532397441,0.04082398322908096,0.3
random,add_to_x,grid2d_periodic,4096,0.1,5,-0.007995524761380416,0.05137963851796089,0.23333333333333334
random,add_to_x,grid2d_periodic,4096,0.14,5,-0.008641138446949366,0.07120696667817902,0.23333333333333334
random,add_to_x,grid2d_periodic,4096,0.2,5,-0.006839782598012501,0.10647085839035389,0.3333333333333333
random,add_to_x,rr,1024,0.002,5,0.0003728928659099293,1.8565951872901283e-05,0.9800000000000001
random,add_to_x,rr,1024,0.005,5,0.0009517158222665,4.5381514811596406e-05,0.9800000000000001
random,add_to_x,rr,1024,0.01,5,0.0019361636390140134,8.884330842138582e-05,0.96
random,add_to_x,rr,1024,0.02,5,0.003949168769075107,0.00017273368886683706,0.9400000000000001
random,add_to_x,rr,1024,0.035,5,0.007045530985953913,0.00029206620510772524,0.9333333333333333
random,add_to_x,rr,1024,0.05,5,0.01021340786376812,0.0004065479143114803,0.9333333333333333
random,add_to_x,rr,1024,0.07,5,0.014526687643537733,0.0005561264864847261,0.9266666666666667
random,add_to_x,rr,1024,0.1,5,0.021146811987156934,0.0007805801921421337,0.8866666666666667
random,add_to_x,rr,1024,0.14,5,0.030172441410280672,0.001090088270263244,0.8466666666666667
random,add_to_x,rr,1024,0.2,5,0.04397088246462973,0.001578939083950255,0.7533333333333333
random,add_to_x,rr,2048,0.002,5,0.0002595406332198593,1.3365407594806658e-05,0.9466666666666667
random,add_to_x,rr,2048,0.005,5,0.0006624048528265933,3.2655477781897425e-05,0.9466666666666667
random,add_to_x,rr,2048,0.01,5,0.00134709752818014,6.368725375156513e-05,0.9466666666666667
random,add_to_x,rr,2048,0.02,5,0.0027452757806324534,0.00012255128724431114,0.9400000000000001
random,add_to_x,rr,2048,0.035,5,0.00489140311942232,0.00020454074980020697,0.9133333333333333
random,add_to_x,rr,2048,0.05,5,0.0070829791542007334,0.0002804092961761482,0.8933333333333333
random,add_to_x,rr,2048,0.07,5,0.010063271805333366,0.000374842402699053,0.9
random,add_to_x,rr,2048,0.1,5,0.014636890644894466,0.0005091526568514087,0.8933333333333333
random,add_to_x,rr,2048,0.14,5,0.020889308047327665,0.000691087050029353,0.8666666666666668
random,add_to_x,rr,2048,0.2,5,0.030510482601439272,0.0010058580682245214,0.82
random,add_to_x,rr,4096,0.002,5,0.00018130910280213065,1.1436524457836589e-05,0.9800000000000001
random,add_to_x,rr,4096,0.005,5,0.0004628632529746453,2.855944252672445e-05,0.9733333333333334
random,add_to_x,rr,4096,0.01,5,0.0009413520758464547,5.750426184123436e-05,0.9666666666666666
random,add_to_x,rr,4096,0.02,5,0.0019181819178737465,0.00011792771632542569,0.96
random,add_to_x,rr,4096,0.035,5,0.0034173665859739467,0.00021842613095387873,0.96
random,add_to_x,rr,4096,0.05,5,0.004949542843483354,0.00033858311932122477,0.9533333333333334
random,add_to_x,rr,4096,0.07,5,0.007041448177046633,0.0005611038879219145,0.9533333333333334
random,add_to_x,rr,4096,0.1,5,0.010367858275935353,0.0015532268112625656,0.9466666666666667
random,add_to_x,rr,4096,0.14,5,0.014487251863173867,0.0005778718196558409,0.9333333333333333
random,add_to_x,rr,4096,0.2,5,0.0210974111362294,0.0005305982109583843,0.9066666666666666
smooth,add_to_dx,grid2d_periodic,1024,0.002,5,0.00032900039631204403,0.0013843506802352463,0.23333333333333334
smooth,add_to_dx,grid2d_periodic,1024,0.005,5,0.0009286652629122247,0.0035945638606933164,0.23333333333333334
smooth,add_to_dx,grid2d_periodic,1024,0.01,5,0.0021504612309687574,0.007656373933917779,0.23333333333333334
smooth,add_to_dx,grid2d_periodic,1024,0.02,5,0.005528117403670287,0.01864552315143886,0.26666666666666666
smooth,add_to_dx,grid2d_periodic,1024,0.035,5,0.015661205607376702,0.055876510091369846,0.3
smooth,add_to_dx,grid2d_periodic,1024,0.05,5,0.02447068686350428,0.08041385228659483,0.3333333333333333
smooth,add_to_dx,grid2d_periodic,1024,0.07,5,0.03156772639088316,0.1029869174366729,0.36666666666666664
smooth,add_to_dx,grid2d_periodic,1024,0.1,5,0.03836402855613635,0.11720265200520663,0.36666666666666664
smooth,add_to_dx,grid2d_periodic,1024,0.14,5,0.0483511414697966,0.14020505881782588,0.3333333333333333
smooth,add_to_dx,grid2d_periodic,1024,0.2,5,0.07634906834304767,0.18299354485898367,0.26666666666666666
smooth,add_to_dx,grid2d_periodic,2048,0.002,5,0.0004714206451826309,0.0015010351380874993,0.26666666666666666
smooth,add_to_dx,grid2d_periodic,2048,0.005,5,0.0012117469997019634,0.003793905217636762,0.26666666666666666
smooth,add_to_dx,grid2d_periodic,2048,0.01,5,0.0024908144525802264,0.007717860981056088,0.3333333333333333
smooth,add_to_dx,grid2d_periodic,2048,0.02,5,0.008290310023564186,0.02705886388561058,0.4
smooth,add_to_dx,grid2d_periodic,2048,0.035,5,0.01435340431653696,0.05060757926796623,0.36666666666666664
smooth,add_to_dx,grid2d_periodic,2048,0.05,5,0.019226289486998203,0.06603772623811346,0.4
smooth,add_to_dx,grid2d_periodic,2048,0.07,5,0.0243748808641446,0.07914600443232263,0.4
smooth,add_to_dx,grid2d_periodic,2048,0.1,5,0.03065116319268444,0.09540899090544121,0.4333333333333334
smooth,add_to_dx,grid2d_periodic,2048,0.14,5,0.03476434444994733,0.11011725664719658,0.4
smooth,add_to_dx,grid2d_periodic,2048,0.2,5,0.04068078579877422,0.1296761417284792,0.4333333333333334
smooth,add_to_dx,grid2d_periodic,4096,0.002,5,0.00018580687417644266,0.001892630664771023,0.36666666666666664
smooth,add_to_dx,grid2d_periodic,4096,0.005,5,0.00020349787071369396,0.0034333688864695384,0.36666666666666664
smooth,add_to_dx,grid2d_periodic,4096,0.01,5,8.684216338038286e-05,0.005343715502951025,0.36666666666666664
smooth,add_to_dx,grid2d_periodic,4096,0.02,5,-0.00027752049641938673,0.008674933079682756,0.36666666666666664
smooth,add_to_dx,grid2d_periodic,4096,0.035,5,-0.0009317855004720933,0.012796162192605534,0.36666666666666664
