block,n,status,model,topo_ref,a,a_se,b_logN,b_logN_se,c_logE,c_logE_se,d_isNot_rr,d_isNot_rr_se,e_logN_x_dummy,e_logN_x_dummy_se,f_logE_x_dummy,f_logE_x_dummy_se,r2,g_logNlogE,g_logNlogE_se,h_logNlogE_x_dummy,h_logNlogE_x_dummy_se
pooled_all_eps,60,ok,m2_no_cross,rr,0.07597020406987222,0.021581426606962262,-0.005310525779463593,0.0024454608068819462,0.0069273930719317535,0.0011724914058092422,0.8543145157100053,0.16216148735082786,-0.08450495385925862,0.018360200664287302,0.039010038643181554,0.00826634773016842,0.806032630610391,,,,
pooled_all_eps,60,ok,m3_with_cross,rr,0.16163559579376355,0.06582462152559512,-0.016545892671815336,0.008365775716281451,0.031462345678183914,0.017711051056299675,1.881229660145653,0.37121455942507986,-0.2191890798857203,0.04766572953762462,0.33312314420832767,0.09981759401230632,0.9010886009100646,-0.0032178594957713953,0.0022484781282767824,-0.038574138078117104,0.012746998181697233
